;tnr;enr;vbl;rnr;rk;rart;rterrain;spa_gon;spa_m;spk_gon;spk_m;spe_gon;spe_m;wa;begehbar;datumfeld
1281;62541;1;NA;1;0;4;10;98;1486;186;543;186;1798;5;1;2021-09-27
